# Numerical radiation field:  ISRF
# wavelength: nm
# intensity: photons.s-1.cm-2.nm-1
# wavelength intensity
258.20000 1.71335e+06
259.20000 1.71800e+06
260.20000 1.72263e+06
261.20000 1.72727e+06
262.20000 1.73189e+06
263.20000 1.73651e+06
264.20000 1.74113e+06
265.20000 1.74574e+06
266.20000 1.75034e+06
267.20000 1.75494e+06
268.20000 1.75954e+06
269.20000 1.76413e+06
270.20000 1.76871e+06
271.20000 1.77329e+06
272.20000 1.77787e+06
273.20000 1.78244e+06
274.20000 1.78700e+06
275.20000 1.79156e+06
276.20000 1.79612e+06
277.20000 1.80067e+06
278.20000 1.80521e+06
279.20000 1.80975e+06
280.20000 1.81429e+06
281.20000 1.81882e+06
282.20000 1.82334e+06
283.20000 1.82786e+06
284.20000 1.83238e+06
285.20000 1.83689e+06
286.20000 1.84139e+06
287.20000 1.84590e+06
288.20000 1.85039e+06
289.20000 1.85488e+06
290.20000 1.85937e+06
291.20000 1.86385e+06
292.20000 1.86833e+06
293.20000 1.87281e+06
294.20000 1.87727e+06
295.20000 1.88174e+06
296.20000 1.88620e+06
297.20000 1.89065e+06
298.20000 1.89510e+06
299.20000 1.89955e+06
300.20000 1.90399e+06
301.20000 1.90843e+06
302.20000 1.91286e+06
303.20000 1.91729e+06
304.20000 1.92172e+06
305.20000 1.92614e+06
306.20000 1.93055e+06
307.20000 1.93496e+06
308.20000 1.93937e+06
309.20000 1.94377e+06
310.20000 1.94817e+06
311.20000 1.95257e+06
312.20000 1.95696e+06
313.20000 1.96134e+06
314.20000 1.96572e+06
315.20000 1.97010e+06
316.20000 1.97447e+06
317.20000 1.97884e+06
318.20000 1.98321e+06
319.20000 1.98757e+06
320.20000 1.99192e+06
321.20000 1.99628e+06
322.20000 2.00063e+06
323.20000 2.00497e+06
324.20000 2.00931e+06
325.20000 2.01365e+06
326.20000 2.01798e+06
327.20000 2.02231e+06
328.20000 2.02663e+06
329.20000 2.03095e+06
330.20000 2.03527e+06
331.20000 2.03958e+06
332.20000 2.04389e+06
333.20000 2.04820e+06
334.20000 2.05250e+06
335.20000 2.05679e+06
336.20000 2.06109e+06
337.20000 2.06538e+06
338.20000 2.06966e+06
339.20000 2.07394e+06
340.20000 2.07822e+06
341.20000 2.08250e+06
342.20000 2.08677e+06
343.20000 2.09103e+06
344.20000 2.09530e+06
345.20000 2.09956e+06
346.20000 2.10381e+06
347.20000 2.10806e+06
348.20000 2.11231e+06
349.20000 2.11656e+06
350.20000 2.12080e+06
351.20000 2.12503e+06
352.20000 2.12927e+06
353.20000 2.13350e+06
354.20000 2.13773e+06
355.20000 2.14195e+06
356.20000 2.14617e+06
357.20000 2.15038e+06
358.20000 2.15460e+06
359.20000 2.15880e+06
360.20000 2.16301e+06
361.20000 2.16721e+06
362.20000 2.17141e+06
363.20000 2.17560e+06
364.20000 2.17980e+06
365.20000 2.18398e+06
366.20000 2.18817e+06
367.20000 2.19235e+06
368.20000 2.19653e+06
369.20000 2.20070e+06
370.20000 2.20487e+06
371.20000 2.20904e+06
372.20000 2.21320e+06
373.20000 2.21736e+06
374.20000 2.22152e+06
375.20000 2.22568e+06
376.20000 2.22983e+06
377.20000 2.23397e+06
378.20000 2.23812e+06
379.20000 2.24226e+06
380.20000 2.24640e+06
381.20000 2.25053e+06
382.20000 2.25466e+06
383.20000 2.25879e+06
384.20000 2.26291e+06
385.20000 2.26704e+06
386.20000 2.27115e+06
387.20000 2.27527e+06
388.20000 2.27938e+06
389.20000 2.28349e+06
390.20000 2.28759e+06
391.20000 2.29170e+06
392.20000 2.29580e+06
393.20000 2.29989e+06
394.20000 2.30398e+06
395.20000 2.30807e+06
396.20000 2.31216e+06
397.20000 2.31624e+06
398.20000 2.32032e+06
399.20000 2.32440e+06
400.20000 2.32848e+06
401.20000 2.33255e+06
402.20000 2.33662e+06
403.20000 2.34068e+06
404.20000 2.34474e+06
405.20000 2.34880e+06
406.20000 2.35286e+06
407.20000 2.35691e+06
408.20000 2.36096e+06
409.20000 2.36501e+06
410.20000 2.36905e+06
411.20000 2.37309e+06
412.20000 2.37713e+06
413.20000 2.38117e+06
414.20000 2.38520e+06
415.20000 2.38923e+06
416.20000 2.39326e+06
417.20000 2.39728e+06
418.20000 2.40130e+06
419.20000 2.40532e+06
420.20000 2.40933e+06
421.20000 2.41335e+06
422.20000 2.41736e+06
423.20000 2.42136e+06
424.20000 2.42537e+06
425.20000 2.42937e+06
426.20000 2.43337e+06
427.20000 2.43736e+06
428.20000 2.44135e+06
429.20000 2.44534e+06
430.20000 2.44933e+06
431.20000 2.45331e+06
432.20000 2.45729e+06
433.20000 2.46127e+06
434.20000 2.46525e+06
435.20000 2.46922e+06
436.20000 2.47319e+06
437.20000 2.47716e+06
438.20000 2.48112e+06
439.20000 2.48509e+06
440.20000 2.48905e+06
441.20000 2.49300e+06
442.20000 2.49696e+06
443.20000 2.50091e+06
444.20000 2.50486e+06
445.20000 2.50880e+06
446.20000 2.51275e+06
447.20000 2.51669e+06
448.20000 2.52062e+06
449.20000 2.52456e+06
450.20000 2.52849e+06
451.20000 2.53242e+06
452.20000 2.53635e+06
453.20000 2.54028e+06
454.20000 2.54420e+06
455.20000 2.54812e+06
456.20000 2.55203e+06
457.20000 2.55595e+06
458.20000 2.55986e+06
459.20000 2.56377e+06
460.20000 2.56768e+06
461.20000 2.57158e+06
462.20000 2.57548e+06
463.20000 2.57938e+06
464.20000 2.58328e+06
465.20000 2.58717e+06
466.20000 2.59107e+06
467.20000 2.59496e+06
468.20000 2.59884e+06
469.20000 2.60273e+06
470.20000 2.60661e+06
471.20000 2.61049e+06
472.20000 2.61436e+06
473.20000 2.61824e+06
474.20000 2.62211e+06
475.20000 2.62598e+06
476.20000 2.62985e+06
477.20000 2.63371e+06
478.20000 2.63757e+06
479.20000 2.64143e+06
480.20000 2.64529e+06
481.20000 2.64915e+06
482.20000 2.65300e+06
483.20000 2.65685e+06
484.20000 2.66070e+06
485.20000 2.66454e+06
486.20000 2.66838e+06
487.20000 2.67222e+06
488.20000 2.67606e+06
489.20000 2.67990e+06
490.20000 2.68373e+06
491.20000 2.68756e+06
492.20000 2.69139e+06
493.20000 2.69522e+06
494.20000 2.69904e+06
495.20000 2.70287e+06
496.20000 2.70668e+06
497.20000 2.71050e+06
498.20000 2.71432e+06
499.20000 2.71813e+06
500.20000 2.72194e+06
501.20000 2.72575e+06
502.20000 2.72955e+06
503.20000 2.73336e+06
504.20000 2.73716e+06
505.20000 2.74096e+06
506.20000 2.74475e+06
507.20000 2.74855e+06
508.20000 2.75234e+06
509.20000 2.75613e+06
510.20000 2.75992e+06
511.20000 2.76370e+06
512.20000 2.76749e+06
513.20000 2.77127e+06
514.20000 2.77505e+06
515.20000 2.77882e+06
516.20000 2.78260e+06
517.20000 2.78637e+06
518.20000 2.79014e+06
519.20000 2.79391e+06
520.20000 2.79767e+06
521.20000 2.80144e+06
522.20000 2.80520e+06
523.20000 2.80896e+06
524.20000 2.81272e+06
525.20000 2.81647e+06
526.20000 2.82022e+06
527.20000 2.82397e+06
528.20000 2.82772e+06
529.20000 2.83147e+06
530.20000 2.83521e+06
531.20000 2.83896e+06
532.20000 2.84270e+06
533.20000 2.84643e+06
534.20000 2.85017e+06
535.20000 2.85390e+06
536.20000 2.85763e+06
537.20000 2.86136e+06
538.20000 2.86509e+06
539.20000 2.86882e+06
540.20000 2.87254e+06
541.20000 2.87626e+06
542.20000 2.87998e+06
543.20000 2.88370e+06
544.20000 2.88741e+06
545.20000 2.89113e+06
546.20000 2.89484e+06
547.20000 2.89855e+06
548.20000 2.90225e+06
549.20000 2.90596e+06
550.20000 2.90966e+06
551.20000 2.91336e+06
552.20000 2.91706e+06
553.20000 2.92076e+06
554.20000 2.92445e+06
555.20000 2.92814e+06
556.20000 2.93184e+06
557.20000 2.93552e+06
558.20000 2.93921e+06
559.20000 2.94290e+06
560.20000 2.94658e+06
561.20000 2.95026e+06
562.20000 2.95394e+06
563.20000 2.95762e+06
564.20000 2.96129e+06
565.20000 2.96496e+06
566.20000 2.96864e+06
567.20000 2.97230e+06
568.20000 2.97597e+06
569.20000 2.97964e+06
570.20000 2.98330e+06
571.20000 2.98696e+06
572.20000 2.99062e+06
573.20000 2.99428e+06
574.20000 2.99793e+06
575.20000 3.00159e+06
576.20000 3.00524e+06
577.20000 3.00889e+06
578.20000 3.01254e+06
579.20000 3.01618e+06
580.20000 3.01983e+06
581.20000 3.02347e+06
582.20000 3.02711e+06
583.20000 3.03075e+06
584.20000 3.03439e+06
585.20000 3.03802e+06
586.20000 3.04166e+06
587.20000 3.04529e+06
588.20000 3.04892e+06
589.20000 3.05254e+06
590.20000 3.05617e+06
591.20000 3.05979e+06
592.20000 3.06341e+06
593.20000 3.06703e+06
594.20000 3.07065e+06
595.20000 3.07427e+06
596.20000 3.07788e+06
597.20000 3.08150e+06
598.20000 3.08511e+06
599.20000 3.08872e+06
600.20000 3.09232e+06
601.20000 3.09593e+06
602.20000 3.09953e+06
603.20000 3.10314e+06
604.20000 3.10674e+06
605.20000 3.11033e+06
606.20000 3.11393e+06
607.20000 3.11753e+06
608.20000 3.12112e+06
609.20000 3.12471e+06
610.20000 3.12830e+06
611.20000 3.13189e+06
612.20000 3.13547e+06
613.20000 3.13906e+06
614.20000 3.14264e+06
615.20000 3.14622e+06
616.20000 3.14980e+06
617.20000 3.15338e+06
618.20000 3.15695e+06
619.20000 3.16053e+06
620.20000 3.16410e+06
621.20000 3.16767e+06
622.20000 3.17124e+06
623.20000 3.17481e+06
624.20000 3.17837e+06
625.20000 3.18193e+06
626.20000 3.18550e+06
627.20000 3.18906e+06
628.20000 3.19261e+06
629.20000 3.19617e+06
630.20000 3.19973e+06
631.20000 3.20328e+06
632.20000 3.20683e+06
633.20000 3.21038e+06
634.20000 3.21393e+06
635.20000 3.21748e+06
636.20000 3.22102e+06
637.20000 3.22456e+06
638.20000 3.22811e+06
639.20000 3.23165e+06
640.20000 3.23518e+06
641.20000 3.23872e+06
642.20000 3.24225e+06
643.20000 3.24579e+06
644.20000 3.24932e+06
645.20000 3.25285e+06
646.20000 3.25638e+06
647.20000 3.25990e+06
648.20000 3.26343e+06
649.20000 3.26695e+06
650.20000 3.27047e+06
651.20000 3.27399e+06
652.20000 3.27751e+06
653.20000 3.28103e+06
654.20000 3.28455e+06
655.20000 3.28806e+06
656.20000 3.29157e+06
657.20000 3.29508e+06
658.20000 3.29859e+06
659.20000 3.30210e+06
660.20000 3.30560e+06
661.20000 3.30911e+06
662.20000 3.31261e+06
663.20000 3.31611e+06
664.20000 3.31961e+06
665.20000 3.32311e+06
666.20000 3.32660e+06
667.20000 3.33010e+06
668.20000 3.33359e+06
669.20000 3.33708e+06
670.20000 3.34057e+06
671.20000 3.34406e+06
672.20000 3.34755e+06
673.20000 3.35103e+06
674.20000 3.35452e+06
675.20000 3.35800e+06
676.20000 3.36148e+06
677.20000 3.36496e+06
678.20000 3.36844e+06
679.20000 3.37191e+06
680.20000 3.37539e+06
681.20000 3.37886e+06
682.20000 3.38233e+06
683.20000 3.38580e+06
684.20000 3.38927e+06
685.20000 3.39274e+06
686.20000 3.39620e+06
687.20000 3.39966e+06
688.20000 3.40313e+06
689.20000 3.40659e+06
690.20000 3.41005e+06
691.20000 3.41350e+06
692.20000 3.41696e+06
693.20000 3.42042e+06
694.20000 3.42387e+06
695.20000 3.42732e+06
696.20000 3.43077e+06
697.20000 3.43422e+06
698.20000 3.43767e+06
699.20000 3.44111e+06
700.20000 3.44456e+06
701.20000 3.44800e+06
702.20000 3.45144e+06
703.20000 3.45488e+06
704.20000 3.45832e+06
705.20000 3.46176e+06
706.20000 3.46519e+06
707.20000 3.46863e+06
708.20000 3.47206e+06
709.20000 3.47549e+06
710.20000 3.47892e+06
711.20000 3.48235e+06
712.20000 3.48577e+06
713.20000 3.48920e+06
714.20000 3.49262e+06
715.20000 3.49605e+06
716.20000 3.49947e+06
717.20000 3.50289e+06
718.20000 3.50631e+06
719.20000 3.50972e+06
720.20000 3.51314e+06
721.20000 3.51655e+06
722.20000 3.51996e+06
723.20000 3.52337e+06
724.20000 3.52678e+06
725.20000 3.53019e+06
726.20000 3.53360e+06
727.20000 3.53700e+06
728.20000 3.54041e+06
729.20000 3.54381e+06
730.20000 3.54721e+06
731.20000 3.55061e+06
732.20000 3.55401e+06
733.20000 3.55741e+06
734.20000 3.56080e+06
735.20000 3.56420e+06
736.20000 3.56759e+06
737.20000 3.57098e+06
738.20000 3.57437e+06
739.20000 3.57776e+06
740.20000 3.58115e+06
741.20000 3.58453e+06
742.20000 3.58792e+06
743.20000 3.59130e+06
744.20000 3.59468e+06
745.20000 3.59806e+06
746.20000 3.60144e+06
747.20000 3.60482e+06
748.20000 3.60820e+06
749.20000 3.61157e+06
750.20000 3.61495e+06
751.20000 3.61832e+06
752.20000 3.62169e+06
753.20000 3.62506e+06
754.20000 3.62843e+06
755.20000 3.63179e+06
756.20000 3.63516e+06
757.20000 3.63852e+06
758.20000 3.64189e+06
759.20000 3.64525e+06
760.20000 3.64861e+06
761.20000 3.65197e+06
762.20000 3.65533e+06
763.20000 3.65868e+06
764.20000 3.66204e+06
765.20000 3.66539e+06
766.20000 3.66874e+06
767.20000 3.67210e+06
768.20000 3.67545e+06
769.20000 3.67879e+06
770.20000 3.68214e+06
771.20000 3.68549e+06
772.20000 3.68883e+06
773.20000 3.69217e+06
774.20000 3.69552e+06
775.20000 3.69886e+06
776.20000 3.70220e+06
777.20000 3.70553e+06
778.20000 3.70887e+06
779.20000 3.71221e+06
780.20000 3.71554e+06
781.20000 3.71887e+06
782.20000 3.72221e+06
783.20000 3.72554e+06
784.20000 3.72887e+06
785.20000 3.73219e+06
786.20000 3.73552e+06
787.20000 3.73885e+06
788.20000 3.74217e+06
789.20000 3.74549e+06
790.20000 3.74881e+06
791.20000 3.75213e+06
792.20000 3.75545e+06
793.20000 3.75877e+06
794.20000 3.76209e+06
795.20000 3.76540e+06
796.20000 3.76872e+06
797.20000 3.77203e+06
798.20000 3.77534e+06
799.20000 3.77865e+06
800.20000 3.78196e+06
801.20000 3.78527e+06
802.20000 3.78857e+06
803.20000 3.79188e+06
804.20000 3.79518e+06
805.20000 3.79849e+06
806.20000 3.80179e+06
807.20000 3.80509e+06
808.20000 3.80839e+06
809.20000 3.81169e+06
810.20000 3.81498e+06
811.20000 3.81828e+06
812.20000 3.82157e+06
813.20000 3.82486e+06
814.20000 3.82816e+06
815.20000 3.83145e+06
816.20000 3.83474e+06
817.20000 3.83802e+06
818.20000 3.84131e+06
819.20000 3.84460e+06
820.20000 3.84788e+06
821.20000 3.85117e+06
822.20000 3.85445e+06
823.20000 3.85773e+06
824.20000 3.86101e+06
825.20000 3.86429e+06
826.20000 3.86756e+06
827.20000 3.87084e+06
828.20000 3.87412e+06
829.20000 3.87739e+06
830.20000 3.88066e+06
831.20000 3.88393e+06
832.20000 3.88720e+06
833.20000 3.89047e+06
834.20000 3.89374e+06
835.20000 3.89701e+06
836.20000 3.90027e+06
837.20000 3.90354e+06
838.20000 3.90680e+06
839.20000 3.91006e+06
840.20000 3.91332e+06
841.20000 3.91658e+06
842.20000 3.91984e+06
843.20000 3.92310e+06
844.20000 3.92636e+06
845.20000 3.92961e+06
846.20000 3.93286e+06
847.20000 3.93612e+06
848.20000 3.93937e+06
849.20000 3.94262e+06
850.20000 3.94587e+06
851.20000 3.94912e+06
852.20000 3.95236e+06
853.20000 3.95561e+06
854.20000 3.95886e+06
855.20000 3.96210e+06
856.20000 3.96534e+06
857.20000 3.96858e+06
858.20000 3.97182e+06
859.20000 3.97506e+06
860.20000 3.97830e+06
861.20000 3.98154e+06
862.20000 3.98477e+06
863.20000 3.98801e+06
864.20000 3.99124e+06
865.20000 3.99447e+06
866.20000 3.99770e+06
867.20000 4.00093e+06
868.20000 4.00416e+06
869.20000 4.00739e+06
870.20000 4.01062e+06
871.20000 4.01384e+06
872.20000 4.01707e+06
873.20000 4.02029e+06
874.20000 4.02351e+06
875.20000 4.02673e+06
876.20000 4.02995e+06
877.20000 4.03317e+06
878.20000 4.03639e+06
879.20000 4.03961e+06
880.20000 4.04282e+06
881.20000 4.04604e+06
882.20000 4.04925e+06
883.20000 4.05246e+06
884.20000 4.05568e+06
885.20000 4.05889e+06
886.20000 4.06210e+06
887.20000 4.06530e+06
888.20000 4.06851e+06
889.20000 4.07172e+06
890.20000 4.07492e+06
891.20000 4.07813e+06
892.20000 4.08133e+06
893.20000 4.08453e+06
894.20000 4.08773e+06
895.20000 4.09093e+06
896.20000 4.09413e+06
897.20000 4.09732e+06
898.20000 4.10052e+06
899.20000 4.10372e+06
900.20000 4.10691e+06
901.20000 4.11010e+06
902.20000 4.11330e+06
903.20000 4.11649e+06
904.20000 4.11968e+06
905.20000 4.12286e+06
906.20000 4.12605e+06
907.20000 4.12924e+06
908.20000 4.13242e+06
909.20000 4.13561e+06
910.20000 4.13879e+06
911.20000 4.14198e+06
912.20000 4.14516e+06
913.20000 4.14834e+06
914.20000 4.15152e+06
915.20000 4.15469e+06
916.20000 4.15787e+06
917.20000 4.16105e+06
918.20000 4.16422e+06
919.20000 4.16740e+06
920.20000 4.17057e+06
921.20000 4.17374e+06
922.20000 4.17691e+06
923.20000 4.18008e+06
924.20000 4.18325e+06
925.20000 4.18642e+06
926.20000 4.18959e+06
927.20000 4.19275e+06
928.20000 4.19592e+06
929.20000 4.19908e+06
930.20000 4.20224e+06
931.20000 4.20541e+06
932.20000 4.20857e+06
933.20000 4.21173e+06
934.20000 4.21489e+06
935.20000 4.21804e+06
936.20000 4.22120e+06
937.20000 4.22436e+06
938.20000 4.22751e+06
939.20000 4.23066e+06
940.20000 4.23382e+06
941.20000 4.23697e+06
942.20000 4.24012e+06
943.20000 4.24327e+06
944.20000 4.24642e+06
945.20000 4.24957e+06
946.20000 4.25271e+06
947.20000 4.25586e+06
948.20000 4.25900e+06
949.20000 4.26215e+06
950.20000 4.26529e+06
951.20000 4.26843e+06
952.20000 4.27157e+06
953.20000 4.27471e+06
954.20000 4.27785e+06
955.20000 4.28099e+06
956.20000 4.28412e+06
957.20000 4.28726e+06
958.20000 4.29039e+06
959.20000 4.29353e+06
960.20000 4.29666e+06
961.20000 4.29979e+06
962.20000 4.30292e+06
963.20000 4.30605e+06
964.20000 4.30918e+06
965.20000 4.31231e+06
966.20000 4.31544e+06
967.20000 4.31856e+06
968.20000 4.32169e+06
969.20000 4.32481e+06
970.20000 4.32794e+06
971.20000 4.33106e+06
972.20000 4.33418e+06
973.20000 4.33730e+06
974.20000 4.34042e+06
975.20000 4.34354e+06
976.20000 4.34665e+06
977.20000 4.34977e+06
978.20000 4.35289e+06
979.20000 4.35600e+06
980.20000 4.35911e+06
981.20000 4.36223e+06
982.20000 4.36534e+06
983.20000 4.36845e+06
984.20000 4.37156e+06
985.20000 4.37467e+06
986.20000 4.37777e+06
987.20000 4.38088e+06
988.20000 4.38399e+06
989.20000 4.38709e+06
990.20000 4.39020e+06
991.20000 4.39330e+06
992.20000 4.39640e+06
993.20000 4.39950e+06
994.20000 4.40260e+06
995.20000 4.40570e+06
996.20000 4.40880e+06
997.20000 4.41190e+06
998.20000 4.41499e+06
999.20000 4.41809e+06
1000.20000 4.42119e+06
1001.20000 4.42428e+06
1002.20000 4.42737e+06
1003.20000 4.43046e+06
1004.20000 4.43355e+06
1005.20000 4.43664e+06
1006.20000 4.43973e+06
1007.20000 4.44282e+06
1008.20000 4.44591e+06
1009.20000 4.44900e+06
1010.20000 4.45208e+06
1011.20000 4.45517e+06
1012.20000 4.45825e+06
1013.20000 4.46133e+06
1014.20000 4.46441e+06
1015.20000 4.46749e+06
1016.20000 4.47057e+06
1017.20000 4.47365e+06
1018.20000 4.47673e+06
1019.20000 4.47981e+06
1020.20000 4.48289e+06
1021.20000 4.48596e+06
1022.20000 4.48904e+06
1023.20000 4.49211e+06
1024.20000 4.49518e+06
1025.20000 4.49825e+06
1026.20000 4.50132e+06
1027.20000 4.50439e+06
1028.20000 4.50746e+06
1029.20000 4.51053e+06
1030.20000 4.51360e+06
1031.20000 4.51667e+06
1032.20000 4.51973e+06
1033.20000 4.52280e+06
1034.20000 4.52586e+06
1035.20000 4.52892e+06
1036.20000 4.53198e+06
1037.20000 4.53505e+06
1038.20000 4.53811e+06
1039.20000 4.54117e+06
1040.20000 4.54422e+06
1041.20000 4.54728e+06
1042.20000 4.55034e+06
1043.20000 4.55339e+06
1044.20000 4.55645e+06
1045.20000 4.55950e+06
1046.20000 4.56256e+06
1047.20000 4.56561e+06
1048.20000 4.56866e+06
1049.20000 4.57171e+06
1050.20000 4.57476e+06
1051.20000 4.57781e+06
1052.20000 4.58086e+06
1053.20000 4.58390e+06
1054.20000 4.58695e+06
1055.20000 4.59000e+06
1056.20000 4.59304e+06
1057.20000 4.59608e+06
1058.20000 4.59913e+06
1059.20000 4.60217e+06
1060.20000 4.60521e+06
1061.20000 4.60825e+06
1062.20000 4.61129e+06
1063.20000 4.61433e+06
1064.20000 4.61736e+06
1065.20000 4.62040e+06
1066.20000 4.62344e+06
1067.20000 4.62647e+06
1068.20000 4.62951e+06
1069.20000 4.63254e+06
1070.20000 4.63557e+06
1071.20000 4.63860e+06
1072.20000 4.64163e+06
1073.20000 4.64466e+06
1074.20000 4.64769e+06
1075.20000 4.65072e+06
1076.20000 4.65375e+06
1077.20000 4.65678e+06
1078.20000 4.65980e+06
1079.20000 4.66283e+06
1080.20000 4.66585e+06
1081.20000 4.66887e+06
1082.20000 4.67190e+06
1083.20000 4.67492e+06
1084.20000 4.67794e+06
1085.20000 4.68096e+06
1086.20000 4.68398e+06
1087.20000 4.68700e+06
1088.20000 4.69001e+06
1089.20000 4.69303e+06
1090.20000 4.69604e+06
1091.20000 4.69906e+06
1092.20000 4.70207e+06
1093.20000 4.70509e+06
1094.20000 4.70810e+06
1095.20000 4.71111e+06
1096.20000 4.71412e+06
1097.20000 4.71713e+06
1098.20000 4.72014e+06
1099.20000 4.72315e+06
1100.20000 4.72616e+06
1101.20000 4.72916e+06
1102.20000 4.73217e+06
1103.20000 4.73517e+06
1104.20000 4.73818e+06
1105.20000 4.74118e+06
1106.20000 4.74418e+06
1107.20000 4.74719e+06
1108.20000 4.75019e+06
1109.20000 4.75319e+06
1110.20000 4.75619e+06
1111.20000 4.75918e+06
1112.20000 4.76218e+06
1113.20000 4.76518e+06
1114.20000 4.76817e+06
1115.20000 4.77117e+06
1116.20000 4.77416e+06
1117.20000 4.77716e+06
1118.20000 4.78015e+06
1119.20000 4.78314e+06
1120.20000 4.78613e+06
1121.20000 4.78912e+06
1122.20000 4.79211e+06
1123.20000 4.79510e+06
1124.20000 4.79809e+06
1125.20000 4.80108e+06
1126.20000 4.80406e+06
1127.20000 4.80705e+06
1128.20000 4.81003e+06
1129.20000 4.81302e+06
1130.20000 4.81600e+06
1131.20000 4.81898e+06
1132.20000 4.82197e+06
1133.20000 4.82495e+06
1134.20000 4.82793e+06
1135.20000 4.83091e+06
1136.20000 4.83388e+06
1137.20000 4.83686e+06
1138.20000 4.83984e+06
1139.20000 4.84282e+06
1140.20000 4.84579e+06
1141.20000 4.84877e+06
1142.20000 4.85174e+06
1143.20000 4.85471e+06
1144.20000 4.85768e+06
1145.20000 4.86066e+06
1146.20000 4.86363e+06
