# Numerical radiation field:  ISRF
# wavelength: nm
# intensity: photons.s-1.cm-2.nm-1
# wavelength intensity
1147.20000 4.86660e+06
1148.20000 4.86957e+06
1149.20000 4.87253e+06
1150.20000 4.87550e+06
1151.20000 4.87847e+06
1152.20000 4.88143e+06
1153.20000 4.88440e+06
1154.20000 4.88736e+06
1155.20000 4.89033e+06
1156.20000 4.89329e+06
1157.20000 4.89625e+06
1158.20000 4.89921e+06
1159.20000 4.90217e+06
1160.20000 4.90513e+06
1161.20000 4.90809e+06
1162.20000 4.91105e+06
1163.20000 4.91401e+06
1164.20000 4.91697e+06
1165.20000 4.91992e+06
1166.20000 4.92288e+06
1167.20000 4.92583e+06
1168.20000 4.92879e+06
1169.20000 4.93174e+06
1170.20000 4.93469e+06
1171.20000 4.93764e+06
1172.20000 4.94059e+06
1173.20000 4.94354e+06
1174.20000 4.94649e+06
1175.20000 4.94944e+06
1176.20000 4.95239e+06
1177.20000 4.95534e+06
1178.20000 4.95828e+06
1179.20000 4.96123e+06
1180.20000 4.96417e+06
1181.20000 4.96712e+06
1182.20000 4.97006e+06
1183.20000 4.97300e+06
1184.20000 4.97594e+06
1185.20000 4.97888e+06
1186.20000 4.98182e+06
1187.20000 4.98476e+06
1188.20000 4.98770e+06
1189.20000 4.99064e+06
1190.20000 4.99358e+06
1191.20000 4.99652e+06
1192.20000 4.99945e+06
1193.20000 5.00239e+06
1194.20000 5.00532e+06
1195.20000 5.00825e+06
1196.20000 5.01119e+06
1197.20000 5.01412e+06
1198.20000 5.01705e+06
1199.20000 5.01998e+06
1200.20000 5.02291e+06
1201.20000 5.02584e+06
1202.20000 5.02877e+06
1203.20000 5.03170e+06
1204.20000 5.03462e+06
1205.20000 5.03755e+06
1206.20000 5.04047e+06
1207.20000 5.04340e+06
1208.20000 5.04632e+06
1209.20000 5.04925e+06
1210.20000 5.05217e+06
1211.20000 5.05509e+06
1212.20000 5.05801e+06
1213.20000 5.06093e+06
1214.20000 5.06385e+06
1215.20000 5.06677e+06
1216.20000 5.06969e+06
1217.20000 5.07261e+06
1218.20000 5.07552e+06
1219.20000 5.07844e+06
1220.20000 5.08136e+06
1221.20000 5.08427e+06
1222.20000 5.08718e+06
1223.20000 5.09010e+06
1224.20000 5.09301e+06
1225.20000 5.09592e+06
1226.20000 5.09883e+06
1227.20000 5.10174e+06
1228.20000 5.10465e+06
1229.20000 5.10756e+06
1230.20000 5.11047e+06
1231.20000 5.11338e+06
1232.20000 5.11629e+06
1233.20000 5.11919e+06
1234.20000 5.12210e+06
1235.20000 5.12500e+06
1236.20000 5.12791e+06
1237.20000 5.13081e+06
1238.20000 5.13371e+06
1239.20000 5.13661e+06
1240.20000 5.13951e+06
1241.20000 5.14242e+06
1242.20000 5.14532e+06
1243.20000 5.14821e+06
1244.20000 5.15111e+06
1245.20000 5.15401e+06
1246.20000 5.15691e+06
1247.20000 5.15980e+06
1248.20000 5.16270e+06
1249.20000 5.16559e+06
1250.20000 5.16849e+06
1251.20000 5.17138e+06
1252.20000 5.17428e+06
1253.20000 5.17717e+06
1254.20000 5.18006e+06
1255.20000 5.18295e+06
1256.20000 5.18584e+06
1257.20000 5.18873e+06
1258.20000 5.19162e+06
1259.20000 5.19451e+06
1260.20000 5.19739e+06
1261.20000 5.20028e+06
1262.20000 5.20317e+06
1263.20000 5.20605e+06
1264.20000 5.20894e+06
1265.20000 5.21182e+06
1266.20000 5.21470e+06
1267.20000 5.21758e+06
1268.20000 5.22047e+06
1269.20000 5.22335e+06
1270.20000 5.22623e+06
1271.20000 5.22911e+06
1272.20000 5.23199e+06
1273.20000 5.23487e+06
1274.20000 5.23774e+06
1275.20000 5.24062e+06
1276.20000 5.24350e+06
1277.20000 5.24637e+06
1278.20000 5.24925e+06
1279.20000 5.25212e+06
1280.20000 5.25500e+06
1281.20000 5.25787e+06
1282.20000 5.26074e+06
1283.20000 5.26361e+06
1284.20000 5.26648e+06
1285.20000 5.26935e+06
1286.20000 5.27222e+06
1287.20000 5.27509e+06
1288.20000 5.27796e+06
1289.20000 5.28083e+06
1290.20000 5.28370e+06
1291.20000 5.28656e+06
1292.20000 5.28943e+06
1293.20000 5.29229e+06
1294.20000 5.29516e+06
1295.20000 5.29802e+06
1296.20000 5.30088e+06
1297.20000 5.30375e+06
1298.20000 5.30661e+06
1299.20000 5.30947e+06
1300.20000 5.31233e+06
1301.20000 5.31519e+06
1302.20000 5.31805e+06
1303.20000 5.32091e+06
1304.20000 5.32376e+06
1305.20000 5.32662e+06
1306.20000 5.32948e+06
1307.20000 5.33233e+06
1308.20000 5.33519e+06
1309.20000 5.33804e+06
1310.20000 5.34090e+06
1311.20000 5.34375e+06
1312.20000 5.34660e+06
1313.20000 5.34945e+06
1314.20000 5.35231e+06
1315.20000 5.35516e+06
1316.20000 5.35801e+06
1317.20000 5.36086e+06
1318.20000 5.36370e+06
1319.20000 5.36655e+06
1320.20000 5.36940e+06
1321.20000 5.37225e+06
1322.20000 5.37509e+06
1323.20000 5.37794e+06
1324.20000 5.38078e+06
1325.20000 5.38363e+06
1326.20000 5.38647e+06
1327.20000 5.38931e+06
1328.20000 5.39215e+06
1329.20000 5.39500e+06
1330.20000 5.39784e+06
1331.20000 5.40068e+06
1332.20000 5.40352e+06
1333.20000 5.40636e+06
1334.20000 5.40919e+06
1335.20000 5.41203e+06
1336.20000 5.41487e+06
1337.20000 5.41771e+06
1338.20000 5.42054e+06
1339.20000 5.42338e+06
1340.20000 5.42621e+06
1341.20000 5.42904e+06
1342.20000 5.43188e+06
1343.20000 5.43471e+06
1344.20000 5.43754e+06
1345.20000 5.44037e+06
1346.20000 5.44320e+06
1347.20000 5.44603e+06
1348.20000 5.44886e+06
1349.20000 5.45169e+06
1350.20000 5.45452e+06
1351.20000 5.45735e+06
1352.20000 5.46018e+06
1353.20000 5.46300e+06
1354.20000 5.46583e+06
1355.20000 5.46865e+06
1356.20000 5.47148e+06
1357.20000 5.47430e+06
1358.20000 5.47712e+06
1359.20000 5.47995e+06
1360.20000 5.48277e+06
1361.20000 5.48559e+06
1362.20000 5.48841e+06
1363.20000 5.49123e+06
1364.20000 5.49405e+06
1365.20000 5.49687e+06
1366.20000 5.49969e+06
1367.20000 5.50250e+06
1368.20000 5.50532e+06
1369.20000 5.50814e+06
1370.20000 5.51095e+06
1371.20000 5.51377e+06
1372.20000 5.51658e+06
1373.20000 5.51940e+06
1374.20000 5.52221e+06
1375.20000 5.52502e+06
1376.20000 5.52783e+06
1377.20000 5.53065e+06
1378.20000 5.53346e+06
1379.20000 5.53627e+06
1380.20000 5.53908e+06
1381.20000 5.54189e+06
1382.20000 5.54469e+06
1383.20000 5.54750e+06
1384.20000 5.55031e+06
1385.20000 5.55311e+06
1386.20000 5.55592e+06
1387.20000 5.55873e+06
1388.20000 5.56153e+06
1389.20000 5.56433e+06
1390.20000 5.56714e+06
1391.20000 5.56994e+06
1392.20000 5.57274e+06
1393.20000 5.57555e+06
1394.20000 5.57835e+06
1395.20000 5.58115e+06
1396.20000 5.58395e+06
1397.20000 5.58675e+06
1398.20000 5.58954e+06
1399.20000 5.59234e+06
1400.20000 5.59514e+06
1401.20000 5.59794e+06
1402.20000 5.60073e+06
1403.20000 5.60353e+06
1404.20000 5.60632e+06
1405.20000 5.60912e+06
1406.20000 5.61191e+06
1407.20000 5.61471e+06
1408.20000 5.61750e+06
1409.20000 5.62029e+06
1410.20000 5.62308e+06
1411.20000 5.62587e+06
1412.20000 5.62866e+06
1413.20000 5.63145e+06
1414.20000 5.63424e+06
1415.20000 5.63703e+06
1416.20000 5.63982e+06
1417.20000 5.64261e+06
1418.20000 5.64539e+06
1419.20000 5.64818e+06
1420.20000 5.65096e+06
1421.20000 5.65375e+06
1422.20000 5.65653e+06
1423.20000 5.65932e+06
1424.20000 5.66210e+06
1425.20000 5.66488e+06
1426.20000 5.66767e+06
1427.20000 5.67045e+06
1428.20000 5.67323e+06
1429.20000 5.67601e+06
1430.20000 5.67879e+06
1431.20000 5.68157e+06
1432.20000 5.68435e+06
1433.20000 5.68712e+06
1434.20000 5.68990e+06
1435.20000 5.69268e+06
1436.20000 5.69545e+06
1437.20000 5.69823e+06
1438.20000 5.70100e+06
1439.20000 5.70378e+06
1440.20000 5.70655e+06
1441.20000 5.70933e+06
1442.20000 5.71210e+06
1443.20000 5.71487e+06
1444.20000 5.71764e+06
1445.20000 5.72041e+06
1446.20000 5.72318e+06
1447.20000 5.72595e+06
1448.20000 5.72872e+06
1449.20000 5.73149e+06
1450.20000 5.73426e+06
1451.20000 5.73703e+06
1452.20000 5.73980e+06
1453.20000 5.74256e+06
1454.20000 5.74533e+06
1455.20000 5.74809e+06
1456.20000 5.75086e+06
1457.20000 5.75362e+06
1458.20000 5.75639e+06
1459.20000 5.75915e+06
1460.20000 5.76191e+06
1461.20000 5.76467e+06
1462.20000 5.76743e+06
1463.20000 5.77020e+06
1464.20000 5.77296e+06
1465.20000 5.77571e+06
1466.20000 5.77847e+06
1467.20000 5.78123e+06
1468.20000 5.78399e+06
1469.20000 5.78675e+06
1470.20000 5.78950e+06
1471.20000 5.79226e+06
1472.20000 5.79502e+06
1473.20000 5.79777e+06
1474.20000 5.80053e+06
1475.20000 5.80328e+06
1476.20000 5.80603e+06
1477.20000 5.80879e+06
1478.20000 5.81154e+06
1479.20000 5.81429e+06
1480.20000 5.81704e+06
1481.20000 5.81979e+06
1482.20000 5.82254e+06
1483.20000 5.82529e+06
1484.20000 5.82804e+06
1485.20000 5.83079e+06
1486.20000 5.83354e+06
1487.20000 5.83628e+06
1488.20000 5.83903e+06
1489.20000 5.84178e+06
1490.20000 5.84452e+06
1491.20000 5.84727e+06
1492.20000 5.85001e+06
1493.20000 5.85276e+06
1494.20000 5.85550e+06
1495.20000 5.85824e+06
1496.20000 5.86099e+06
1497.20000 5.86373e+06
1498.20000 5.86647e+06
1499.20000 5.86921e+06
1500.20000 5.87195e+06
1501.20000 5.87469e+06
1502.20000 5.87743e+06
1503.20000 5.88017e+06
1504.20000 5.88290e+06
1505.20000 5.88564e+06
1506.20000 5.88838e+06
1507.20000 5.89112e+06
1508.20000 5.89385e+06
1509.20000 5.89659e+06
1510.20000 5.89932e+06
1511.20000 5.90206e+06
1512.20000 5.90479e+06
1513.20000 5.90752e+06
1514.20000 5.91025e+06
1515.20000 5.91299e+06
1516.20000 5.91572e+06
1517.20000 5.91845e+06
1518.20000 5.92118e+06
1519.20000 5.92391e+06
1520.20000 5.92664e+06
1521.20000 5.92937e+06
1522.20000 5.93210e+06
1523.20000 5.93482e+06
1524.20000 5.93755e+06
1525.20000 5.94028e+06
1526.20000 5.94300e+06
1527.20000 5.94573e+06
1528.20000 5.94845e+06
1529.20000 5.95118e+06
1530.20000 5.95390e+06
1531.20000 5.95663e+06
1532.20000 5.95935e+06
1533.20000 5.96207e+06
1534.20000 5.96479e+06
1535.20000 5.96751e+06
1536.20000 5.97023e+06
1537.20000 5.97295e+06
1538.20000 5.97567e+06
1539.20000 5.97839e+06
1540.20000 5.98111e+06
1541.20000 5.98383e+06
1542.20000 5.98655e+06
1543.20000 5.98926e+06
1544.20000 5.99198e+06
1545.20000 5.99470e+06
1546.20000 5.99741e+06
1547.20000 6.00013e+06
1548.20000 6.00284e+06
1549.20000 6.00556e+06
1550.20000 6.00827e+06
1551.20000 6.01098e+06
1552.20000 6.01369e+06
1553.20000 6.01641e+06
1554.20000 6.01912e+06
1555.20000 6.02183e+06
1556.20000 6.02454e+06
1557.20000 6.02725e+06
1558.20000 6.02996e+06
1559.20000 6.03266e+06
1560.20000 6.03537e+06
1561.20000 6.03808e+06
1562.20000 6.04079e+06
1563.20000 6.04349e+06
1564.20000 6.04620e+06
1565.20000 6.04891e+06
1566.20000 6.05161e+06
1567.20000 6.05432e+06
1568.20000 6.05702e+06
1569.20000 6.05972e+06
1570.20000 6.06243e+06
1571.20000 6.06513e+06
1572.20000 6.06783e+06
1573.20000 6.07053e+06
1574.20000 6.07323e+06
1575.20000 6.07593e+06
1576.20000 6.07863e+06
1577.20000 6.08133e+06
1578.20000 6.08403e+06
1579.20000 6.08673e+06
1580.20000 6.08943e+06
1581.20000 6.09212e+06
1582.20000 6.09482e+06
1583.20000 6.09752e+06
1584.20000 6.10021e+06
1585.20000 6.10291e+06
1586.20000 6.10560e+06
1587.20000 6.10830e+06
1588.20000 6.11099e+06
1589.20000 6.11368e+06
1590.20000 6.11638e+06
1591.20000 6.11907e+06
1592.20000 6.12176e+06
1593.20000 6.12445e+06
1594.20000 6.12714e+06
1595.20000 6.12983e+06
1596.20000 6.13252e+06
1597.20000 6.13521e+06
1598.20000 6.13790e+06
1599.20000 6.14059e+06
1600.20000 6.14327e+06
1601.20000 6.14596e+06
1602.20000 6.14865e+06
1603.20000 6.15133e+06
1604.20000 6.15402e+06
1605.20000 6.15670e+06
1606.20000 6.15939e+06
1607.20000 6.16207e+06
1608.20000 6.16476e+06
1609.20000 6.16744e+06
1610.20000 6.17012e+06
1611.20000 6.17280e+06
1612.20000 6.17549e+06
1613.20000 6.17817e+06
1614.20000 6.18085e+06
1615.20000 6.18353e+06
1616.20000 6.18621e+06
1617.20000 6.18889e+06
1618.20000 6.19157e+06
1619.20000 6.19424e+06
1620.20000 6.19692e+06
1621.20000 6.19960e+06
1622.20000 6.20227e+06
1623.20000 6.20495e+06
1624.20000 6.20763e+06
1625.20000 6.21030e+06
1626.20000 6.21298e+06
1627.20000 6.21565e+06
1628.20000 6.21832e+06
1629.20000 6.22100e+06
1630.20000 6.22367e+06
1631.20000 6.22634e+06
1632.20000 6.22901e+06
1633.20000 6.23168e+06
1634.20000 6.23436e+06
1635.20000 6.23703e+06
1636.20000 6.23970e+06
1637.20000 6.24236e+06
1638.20000 6.24503e+06
1639.20000 6.24770e+06
1640.20000 6.25037e+06
1641.20000 6.25304e+06
1642.20000 6.25570e+06
1643.20000 6.25837e+06
1644.20000 6.26104e+06
1645.20000 6.26370e+06
1646.20000 6.26637e+06
1647.20000 6.26903e+06
1648.20000 6.27169e+06
1649.20000 6.27436e+06
1650.20000 6.27702e+06
1651.20000 6.27968e+06
1652.20000 6.28234e+06
1653.20000 6.28501e+06
1654.20000 6.28767e+06
1655.20000 6.29033e+06
1656.20000 6.29299e+06
1657.20000 6.29565e+06
1658.20000 6.29831e+06
1659.20000 6.30096e+06
1660.20000 6.30362e+06
1661.20000 6.30628e+06
1662.20000 6.30894e+06
1663.20000 6.31159e+06
1664.20000 6.31425e+06
1665.20000 6.31691e+06
1666.20000 6.31956e+06
1667.20000 6.32222e+06
1668.20000 6.32487e+06
1669.20000 6.32752e+06
1670.20000 6.33018e+06
1671.20000 6.33283e+06
1672.20000 6.33548e+06
1673.20000 6.33813e+06
1674.20000 6.34079e+06
1675.20000 6.34344e+06
1676.20000 6.34609e+06
1677.20000 6.34874e+06
1678.20000 6.35139e+06
1679.20000 6.35404e+06
1680.20000 6.35668e+06
1681.20000 6.35933e+06
1682.20000 6.36198e+06
1683.20000 6.36463e+06
1684.20000 6.36727e+06
1685.20000 6.36992e+06
1686.20000 6.37257e+06
1687.20000 6.37521e+06
1688.20000 6.37786e+06
1689.20000 6.38050e+06
1690.20000 6.38314e+06
1691.20000 6.38579e+06
1692.20000 6.38843e+06
1693.20000 6.39107e+06
1694.20000 6.39371e+06
1695.20000 6.39636e+06
1696.20000 6.39900e+06
1697.20000 6.40164e+06
1698.20000 6.40428e+06
1699.20000 6.40692e+06
1700.20000 6.40956e+06
1701.20000 6.41219e+06
1702.20000 6.41483e+06
1703.20000 6.41747e+06
1704.20000 6.42011e+06
1705.20000 6.42274e+06
1706.20000 6.42538e+06
1707.20000 6.42802e+06
1708.20000 6.43065e+06
1709.20000 6.43329e+06
1710.20000 6.43592e+06
1711.20000 6.43856e+06
1712.20000 6.44119e+06
1713.20000 6.44382e+06
1714.20000 6.44646e+06
1715.20000 6.44909e+06
1716.20000 6.45172e+06
1717.20000 6.45435e+06
1718.20000 6.45698e+06
1719.20000 6.45961e+06
1720.20000 6.46224e+06
1721.20000 6.46487e+06
1722.20000 6.46750e+06
1723.20000 6.47013e+06
1724.20000 6.47276e+06
1725.20000 6.47538e+06
1726.20000 6.47801e+06
1727.20000 6.48064e+06
1728.20000 6.48326e+06
1729.20000 6.48589e+06
1730.20000 6.48852e+06
1731.20000 6.49114e+06
1732.20000 6.49376e+06
1733.20000 6.49639e+06
1734.20000 6.49901e+06
1735.20000 6.50164e+06
1736.20000 6.50426e+06
1737.20000 6.50688e+06
1738.20000 6.50950e+06
1739.20000 6.51212e+06
1740.20000 6.51474e+06
1741.20000 6.51736e+06
1742.20000 6.51998e+06
1743.20000 6.52260e+06
1744.20000 6.52522e+06
1745.20000 6.52784e+06
1746.20000 6.53046e+06
1747.20000 6.53308e+06
1748.20000 6.53569e+06
1749.20000 6.53831e+06
1750.20000 6.54093e+06
1751.20000 6.54354e+06
1752.20000 6.54616e+06
1753.20000 6.54877e+06
1754.20000 6.55139e+06
1755.20000 6.55400e+06
1756.20000 6.55662e+06
1757.20000 6.55923e+06
1758.20000 6.56184e+06
1759.20000 6.56445e+06
1760.20000 6.56707e+06
1761.20000 6.56968e+06
1762.20000 6.57229e+06
1763.20000 6.57490e+06
1764.20000 6.57751e+06
1765.20000 6.58012e+06
1766.20000 6.58273e+06
1767.20000 6.58534e+06
1768.20000 6.58794e+06
1769.20000 6.59055e+06
1770.20000 6.59316e+06
1771.20000 6.59577e+06
1772.20000 6.59837e+06
1773.20000 6.60098e+06
1774.20000 6.60358e+06
1775.20000 6.60619e+06
1776.20000 6.60879e+06
1777.20000 6.61140e+06
1778.20000 6.61400e+06
1779.20000 6.61661e+06
1780.20000 6.61921e+06
1781.20000 6.62181e+06
1782.20000 6.62441e+06
1783.20000 6.62702e+06
1784.20000 6.62962e+06
1785.20000 6.63222e+06
1786.20000 6.63482e+06
1787.20000 6.63742e+06
1788.20000 6.64002e+06
1789.20000 6.64262e+06
1790.20000 6.64521e+06
1791.20000 6.64781e+06
1792.20000 6.65041e+06
1793.20000 6.65301e+06
1794.20000 6.65560e+06
1795.20000 6.65820e+06
1796.20000 6.66080e+06
1797.20000 6.66339e+06
1798.20000 6.66599e+06
1799.20000 6.66858e+06
1800.20000 6.67118e+06
1801.20000 6.67377e+06
1802.20000 6.67636e+06
1803.20000 6.67896e+06
1804.20000 6.68155e+06
1805.20000 6.68414e+06
1806.20000 6.68673e+06
1807.20000 6.68932e+06
1808.20000 6.69192e+06
1809.20000 6.69451e+06
1810.20000 6.69710e+06
1811.20000 6.69969e+06
1812.20000 6.70227e+06
1813.20000 6.70486e+06
1814.20000 6.70745e+06
1815.20000 6.71004e+06
1816.20000 6.71263e+06
1817.20000 6.71521e+06
1818.20000 6.71780e+06
1819.20000 6.72039e+06
1820.20000 6.72297e+06
1821.20000 6.72556e+06
1822.20000 6.72814e+06
1823.20000 6.73073e+06
1824.20000 6.73331e+06
1825.20000 6.73589e+06
1826.20000 6.73848e+06
1827.20000 6.74106e+06
1828.20000 6.74364e+06
1829.20000 6.74622e+06
1830.20000 6.74881e+06
1831.20000 6.75139e+06
1832.20000 6.75397e+06
1833.20000 6.75655e+06
1834.20000 6.75913e+06
1835.20000 6.76171e+06
1836.20000 6.76429e+06
1837.20000 6.76686e+06
1838.20000 6.76944e+06
1839.20000 6.77202e+06
1840.20000 6.77460e+06
1841.20000 6.77717e+06
1842.20000 6.77975e+06
1843.20000 6.78233e+06
1844.20000 6.78490e+06
1845.20000 6.78748e+06
1846.20000 6.79005e+06
1847.20000 6.79263e+06
1848.20000 6.79520e+06
1849.20000 6.79777e+06
1850.20000 6.80035e+06
1851.20000 6.80292e+06
1852.20000 6.80549e+06
1853.20000 6.80806e+06
1854.20000 6.81063e+06
1855.20000 6.81320e+06
1856.20000 6.81578e+06
1857.20000 6.81835e+06
1858.20000 6.82091e+06
1859.20000 6.82348e+06
1860.20000 6.82605e+06
1861.20000 6.82862e+06
1862.20000 6.83119e+06
1863.20000 6.83376e+06
1864.20000 6.83632e+06
1865.20000 6.83889e+06
1866.20000 6.84146e+06
1867.20000 6.84402e+06
1868.20000 6.84659e+06
1869.20000 6.84915e+06
1870.20000 6.85172e+06
1871.20000 6.85428e+06
1872.20000 6.85685e+06
1873.20000 6.85941e+06
1874.20000 6.86197e+06
1875.20000 6.86454e+06
1876.20000 6.86710e+06
1877.20000 6.86966e+06
1878.20000 6.87222e+06
1879.20000 6.87478e+06
1880.20000 6.87734e+06
1881.20000 6.87990e+06
1882.20000 6.88246e+06
1883.20000 6.88502e+06
1884.20000 6.88758e+06
1885.20000 6.89014e+06
1886.20000 6.89270e+06
1887.20000 6.89526e+06
1888.20000 6.89781e+06
1889.20000 6.90037e+06
1890.20000 6.90293e+06
1891.20000 6.90548e+06
1892.20000 6.90804e+06
1893.20000 6.91060e+06
1894.20000 6.91315e+06
1895.20000 6.91570e+06
1896.20000 6.91826e+06
1897.20000 6.92081e+06
1898.20000 6.92337e+06
1899.20000 6.92592e+06
1900.20000 6.92847e+06
1901.20000 6.93102e+06
1902.20000 6.93358e+06
1903.20000 6.93613e+06
1904.20000 6.93868e+06
1905.20000 6.94123e+06
1906.20000 6.94378e+06
1907.20000 6.94633e+06
1908.20000 6.94888e+06
1909.20000 6.95143e+06
1910.20000 6.95397e+06
1911.20000 6.95652e+06
1912.20000 6.95907e+06
1913.20000 6.96162e+06
1914.20000 6.96416e+06
1915.20000 6.96671e+06
1916.20000 6.96926e+06
1917.20000 6.97180e+06
1918.20000 6.97435e+06
1919.20000 6.97689e+06
1920.20000 6.97944e+06
1921.20000 6.98198e+06
1922.20000 6.98453e+06
1923.20000 6.98707e+06
1924.20000 6.98961e+06
1925.20000 6.99215e+06
1926.20000 6.99470e+06
1927.20000 6.99724e+06
1928.20000 6.99978e+06
1929.20000 7.00232e+06
1930.20000 7.00486e+06
1931.20000 7.00740e+06
1932.20000 7.00994e+06
1933.20000 7.01248e+06
1934.20000 7.01502e+06
1935.20000 7.01756e+06
1936.20000 7.02010e+06
1937.20000 7.02263e+06
1938.20000 7.02517e+06
1939.20000 7.02771e+06
1940.20000 7.03025e+06
1941.20000 7.03278e+06
1942.20000 7.03532e+06
1943.20000 7.03785e+06
1944.20000 7.04039e+06
1945.20000 7.04292e+06
1946.20000 7.04546e+06
1947.20000 7.04799e+06
1948.20000 7.05052e+06
1949.20000 7.05306e+06
1950.20000 7.05559e+06
1951.20000 7.05812e+06
1952.20000 7.06065e+06
1953.20000 7.06319e+06
1954.20000 7.06572e+06
1955.20000 7.06825e+06
1956.20000 7.07078e+06
1957.20000 7.07331e+06
1958.20000 7.07584e+06
1959.20000 7.07837e+06
1960.20000 7.08090e+06
1961.20000 7.08342e+06
1962.20000 7.08595e+06
1963.20000 7.08848e+06
1964.20000 7.09101e+06
1965.20000 7.09353e+06
1966.20000 7.09606e+06
1967.20000 7.09859e+06
1968.20000 7.10111e+06
1969.20000 7.10364e+06
1970.20000 7.10616e+06
1971.20000 7.10869e+06
1972.20000 7.11121e+06
1973.20000 7.11374e+06
1974.20000 7.11626e+06
1975.20000 7.11878e+06
1976.20000 7.12130e+06
1977.20000 7.12383e+06
1978.20000 7.12635e+06
1979.20000 7.12887e+06
1980.20000 7.13139e+06
1981.20000 7.13391e+06
1982.20000 7.13643e+06
1983.20000 7.13895e+06
1984.20000 7.14147e+06
1985.20000 7.14399e+06
1986.20000 7.14651e+06
1987.20000 7.14903e+06
1988.20000 7.15155e+06
1989.20000 7.15406e+06
1990.20000 7.15658e+06
1991.20000 7.15910e+06
1992.20000 7.16162e+06
1993.20000 7.16413e+06
1994.20000 7.16665e+06
1995.20000 7.16916e+06
1996.20000 7.17168e+06
1997.20000 7.17419e+06
1998.20000 7.17671e+06
1999.20000 7.17922e+06
